geo_level,geo_name,pct_black_alone,reason_for_unemployment,population_group,race_or_ethnicity,unemployed_population_per_100_people,quartiles_action_race,bls_year,acs_year
state,Nebraska,4.8,New entrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.413,51-75% of geographies,2024,2023
state,Nebraska,4.8,Job leavers,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.413,Bottom 25% of geographies,2024,2023
state,Nevada,9.4,Reentrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,1.199,Top 25% of geographies,2024,2023
state,Nevada,9.4,Job losers and people who completed temporary jobs - Total,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,1.309,Top 25% of geographies,2024,2023
state,Nevada,9.4,Job leavers,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.109,26-50% of geographies,2024,2023
state,Nevada,9.4,Job losers and people who completed temporary jobs - On temporary layoff,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.327,26-50% of geographies,2024,2023
state,Nevada,9.4,New entrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.327,Top 25% of geographies,2024,2023
state,Nevada,9.4,Total unemployed,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,3.053,Top 25% of geographies,2024,2023
state,New Hampshire,1.5,Job losers and people who completed temporary jobs - Total,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,26-50% of geographies,2024,2023
state,New Hampshire,1.5,Total unemployed,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,Bottom 25% of geographies,2024,2023
state,New Hampshire,1.5,Job losers and people who completed temporary jobs - On temporary layoff,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,51-75% of geographies,2024,2023
state,New Hampshire,1.5,Job leavers,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,26-50% of geographies,2024,2023
state,New Hampshire,1.5,New entrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,26-50% of geographies,2024,2023
state,New Hampshire,1.5,Reentrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,Bottom 25% of geographies,2024,2023
state,New Jersey,13.0,Total unemployed,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,2.214,Top 25% of geographies,2024,2023
state,New Jersey,13.0,Job leavers,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.295,51-75% of geographies,2024,2023
state,New Jersey,13.0,Reentrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.541,51-75% of geographies,2024,2023
state,New Jersey,13.0,New entrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.246,Top 25% of geographies,2024,2023
state,New Jersey,13.0,Job losers and people who completed temporary jobs - Total,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,1.181,Top 25% of geographies,2024,2023
state,New Jersey,13.0,Job losers and people who completed temporary jobs - On temporary layoff,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.344,Top 25% of geographies,2024,2023
state,New Mexico,2.1,New entrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.196,Top 25% of geographies,2024,2023
state,New Mexico,2.1,Reentrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.393,26-50% of geographies,2024,2023
state,New Mexico,2.1,Total unemployed,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,1.768,51-75% of geographies,2024,2023
state,New Mexico,2.1,Job losers and people who completed temporary jobs - On temporary layoff,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.295,26-50% of geographies,2024,2023
state,New Mexico,2.1,Job leavers,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.295,26-50% of geographies,2024,2023
state,New Mexico,2.1,Job losers and people who completed temporary jobs - Total,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.884,26-50% of geographies,2024,2023
state,New York,14.7,Job losers and people who completed temporary jobs - Total,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,1.359,Top 25% of geographies,2024,2023
state,New York,14.7,New entrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.282,51-75% of geographies,2024,2023
state,New York,14.7,Job losers and people who completed temporary jobs - On temporary layoff,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.359,26-50% of geographies,2024,2023
state,New York,14.7,Reentrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.923,51-75% of geographies,2024,2023
state,New York,14.7,Job leavers,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.128,Bottom 25% of geographies,2024,2023
state,New York,14.7,Total unemployed,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,2.719,51-75% of geographies,2024,2023
state,North Carolina,20.6,New entrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.173,Bottom 25% of geographies,2024,2023
state,North Carolina,20.6,Job losers and people who completed temporary jobs - Total,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,1.208,51-75% of geographies,2024,2023
state,North Carolina,20.6,Reentrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.345,Bottom 25% of geographies,2024,2023
state,North Carolina,20.6,Job losers and people who completed temporary jobs - On temporary layoff,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.345,Bottom 25% of geographies,2024,2023
state,North Carolina,20.6,Total unemployed,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,2.244,26-50% of geographies,2024,2023
state,North Carolina,20.6,Job leavers,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.431,Top 25% of geographies,2024,2023
state,North Dakota,3.2,Job losers and people who completed temporary jobs - On temporary layoff,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,51-75% of geographies,2024,2023
state,North Dakota,3.2,Total unemployed,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,26-50% of geographies,2024,2023
state,North Dakota,3.2,Job losers and people who completed temporary jobs - Total,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,26-50% of geographies,2024,2023
state,North Dakota,3.2,Job leavers,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,51-75% of geographies,2024,2023
state,North Dakota,3.2,Reentrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,51-75% of geographies,2024,2023
state,North Dakota,3.2,New entrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,26-50% of geographies,2024,2023
state,Ohio,12.3,Job losers and people who completed temporary jobs - On temporary layoff,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.744,Top 25% of geographies,2024,2023
state,Ohio,12.3,Total unemployed,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,2.232,51-75% of geographies,2024,2023
state,Ohio,12.3,New entrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.372,Top 25% of geographies,2024,2023
state,Ohio,12.3,Job losers and people who completed temporary jobs - Total,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,1.116,51-75% of geographies,2024,2023
state,Ohio,12.3,Reentrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.558,Top 25% of geographies,2024,2023
state,Ohio,12.3,Job leavers,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.372,Bottom 25% of geographies,2024,2023
state,Oklahoma,7.1,Total unemployed,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,2.038,26-50% of geographies,2024,2023
state,Oklahoma,7.1,New entrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.408,51-75% of geographies,2024,2023
state,Oklahoma,7.1,Job losers and people who completed temporary jobs - On temporary layoff,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.408,26-50% of geographies,2024,2023
state,Oklahoma,7.1,Job leavers,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,51-75% of geographies,2024,2023
state,Oklahoma,7.1,Reentrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.611,26-50% of geographies,2024,2023
state,Oklahoma,7.1,Job losers and people who completed temporary jobs - Total,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,1.223,26-50% of geographies,2024,2023
state,Oregon,1.9,Total unemployed,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,2.477,51-75% of geographies,2024,2023
state,Oregon,1.9,Job leavers,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.33,Top 25% of geographies,2024,2023
state,Oregon,1.9,Reentrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.991,Top 25% of geographies,2024,2023
state,Oregon,1.9,Job losers and people who completed temporary jobs - On temporary layoff,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.33,26-50% of geographies,2024,2023
state,Oregon,1.9,Job losers and people who completed temporary jobs - Total,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.991,51-75% of geographies,2024,2023
state,Oregon,1.9,New entrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.165,Bottom 25% of geographies,2024,2023
state,Pennsylvania,10.7,Job losers and people who completed temporary jobs - Total,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,1.655,51-75% of geographies,2024,2023
state,Pennsylvania,10.7,Job leavers,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.092,26-50% of geographies,2024,2023
state,Pennsylvania,10.7,New entrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.276,26-50% of geographies,2024,2023
state,Pennsylvania,10.7,Job losers and people who completed temporary jobs - On temporary layoff,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.276,51-75% of geographies,2024,2023
state,Pennsylvania,10.7,Reentrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,1.287,26-50% of geographies,2024,2023
state,Pennsylvania,10.7,Total unemployed,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,3.31,26-50% of geographies,2024,2023
state,Rhode Island,5.8,Job losers and people who completed temporary jobs - Total,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,1.6,Top 25% of geographies,2024,2023
state,Rhode Island,5.8,Job losers and people who completed temporary jobs - On temporary layoff,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.533,Top 25% of geographies,2024,2023
state,Rhode Island,5.8,Job leavers,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.533,51-75% of geographies,2024,2023
state,Rhode Island,5.8,Reentrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,1.067,26-50% of geographies,2024,2023
state,Rhode Island,5.8,New entrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,Bottom 25% of geographies,2024,2023
state,Rhode Island,5.8,Total unemployed,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,2.667,Top 25% of geographies,2024,2023
state,South Carolina,25.3,Reentrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.813,51-75% of geographies,2024,2023
state,South Carolina,25.3,Job losers and people who completed temporary jobs - Total,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,1.626,51-75% of geographies,2024,2023
state,South Carolina,25.3,New entrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.542,Top 25% of geographies,2024,2023
state,South Carolina,25.3,Job losers and people who completed temporary jobs - On temporary layoff,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.542,Bottom 25% of geographies,2024,2023
state,South Carolina,25.3,Job leavers,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.271,Top 25% of geographies,2024,2023
state,South Carolina,25.3,Total unemployed,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,3.524,51-75% of geographies,2024,2023
state,South Dakota,2.2,Total unemployed,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,Bottom 25% of geographies,2024,2023
state,South Dakota,2.2,Job leavers,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,Bottom 25% of geographies,2024,2023
state,South Dakota,2.2,Reentrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,Bottom 25% of geographies,2024,2023
state,South Dakota,2.2,Job losers and people who completed temporary jobs - On temporary layoff,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,51-75% of geographies,2024,2023
state,South Dakota,2.2,New entrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,Bottom 25% of geographies,2024,2023
state,South Dakota,2.2,Job losers and people who completed temporary jobs - Total,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,Bottom 25% of geographies,2024,2023
state,Tennessee,15.9,Reentrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.806,51-75% of geographies,2024,2023
state,Tennessee,15.9,Job leavers,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.201,51-75% of geographies,2024,2023
state,Tennessee,15.9,Job losers and people who completed temporary jobs - Total,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,1.007,Bottom 25% of geographies,2024,2023
state,Tennessee,15.9,Total unemployed,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,2.014,26-50% of geographies,2024,2023
state,Tennessee,15.9,New entrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,Bottom 25% of geographies,2024,2023
state,Tennessee,15.9,Job losers and people who completed temporary jobs - On temporary layoff,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.403,Bottom 25% of geographies,2024,2023
state,Texas,12.2,Total unemployed,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,2.317,51-75% of geographies,2024,2023
state,Texas,12.2,Job losers and people who completed temporary jobs - On temporary layoff,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.291,26-50% of geographies,2024,2023
state,Texas,12.2,New entrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.265,51-75% of geographies,2024,2023
state,Texas,12.2,Job losers and people who completed temporary jobs - Total,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,1.069,51-75% of geographies,2024,2023
state,Texas,12.2,Reentrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.718,Top 25% of geographies,2024,2023
state,Texas,12.2,Job leavers,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.265,51-75% of geographies,2024,2023
state,Utah,1.1,Total unemployed,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,2.534,51-75% of geographies,2024,2023
state,Utah,1.1,Reentrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.39,51-75% of geographies,2024,2023
state,Utah,1.1,Job losers and people who completed temporary jobs - Total,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.975,26-50% of geographies,2024,2023
state,Utah,1.1,Job losers and people who completed temporary jobs - On temporary layoff,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.195,Bottom 25% of geographies,2024,2023
state,Utah,1.1,New entrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.78,Top 25% of geographies,2024,2023
state,Utah,1.1,Job leavers,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.585,Top 25% of geographies,2024,2023
state,Vermont,1.2,Total unemployed,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,Bottom 25% of geographies,2024,2023
state,Vermont,1.2,New entrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,,2024,2023
state,Vermont,1.2,Job losers and people who completed temporary jobs - Total,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,26-50% of geographies,2024,2023
state,Vermont,1.2,Reentrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,Bottom 25% of geographies,2024,2023
state,Vermont,1.2,Job leavers,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,Bottom 25% of geographies,2024,2023
state,Vermont,1.2,Job losers and people who completed temporary jobs - On temporary layoff,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,51-75% of geographies,2024,2023
state,Virginia,18.7,Job losers and people who completed temporary jobs - On temporary layoff,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.431,Bottom 25% of geographies,2024,2023
state,Virginia,18.7,Job leavers,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.108,Bottom 25% of geographies,2024,2023
state,Virginia,18.7,Job losers and people who completed temporary jobs - Total,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.969,Bottom 25% of geographies,2024,2023
state,Virginia,18.7,New entrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.215,51-75% of geographies,2024,2023
state,Virginia,18.7,Reentrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.215,Bottom 25% of geographies,2024,2023
state,Virginia,18.7,Total unemployed,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,1.399,Bottom 25% of geographies,2024,2023
state,Washington,4.0,Job losers and people who completed temporary jobs - Total,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,1.927,Top 25% of geographies,2024,2023
state,Washington,4.0,Total unemployed,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,3.946,Top 25% of geographies,2024,2023
state,Washington,4.0,Job leavers,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.367,Top 25% of geographies,2024,2023
state,Washington,4.0,Job losers and people who completed temporary jobs - On temporary layoff,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.918,Top 25% of geographies,2024,2023
state,Washington,4.0,New entrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.642,51-75% of geographies,2024,2023
state,Washington,4.0,Reentrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,1.01,Top 25% of geographies,2024,2023
state,West Virginia,3.3,Job losers and people who completed temporary jobs - Total,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,26-50% of geographies,2024,2023
state,West Virginia,3.3,Total unemployed,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,26-50% of geographies,2024,2023
state,West Virginia,3.3,Job losers and people who completed temporary jobs - On temporary layoff,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,26-50% of geographies,2024,2023
state,West Virginia,3.3,New entrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,Bottom 25% of geographies,2024,2023
state,West Virginia,3.3,Job leavers,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,26-50% of geographies,2024,2023
state,West Virginia,3.3,Reentrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,26-50% of geographies,2024,2023
state,Wisconsin,6.1,Total unemployed,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,3.059,Bottom 25% of geographies,2024,2023
state,Wisconsin,6.1,New entrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.874,Bottom 25% of geographies,2024,2023
state,Wisconsin,6.1,Reentrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.874,26-50% of geographies,2024,2023
state,Wisconsin,6.1,Job leavers,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.218,Bottom 25% of geographies,2024,2023
state,Wisconsin,6.1,Job losers and people who completed temporary jobs - Total,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,1.092,Bottom 25% of geographies,2024,2023
state,Wisconsin,6.1,Job losers and people who completed temporary jobs - On temporary layoff,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,0.218,51-75% of geographies,2024,2023
state,Wyoming,0.9,Reentrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,26-50% of geographies,2024,2023
state,Wyoming,0.9,New entrants,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,51-75% of geographies,2024,2023
state,Wyoming,0.9,Job losers and people who completed temporary jobs - Total,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,1.651,Bottom 25% of geographies,2024,2023
state,Wyoming,0.9,Job losers and people who completed temporary jobs - On temporary layoff,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,Top 25% of geographies,2024,2023
state,Wyoming,0.9,Job leavers,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,,Bottom 25% of geographies,2024,2023
state,Wyoming,0.9,Total unemployed,Hispanic,Person-level number of unemployed persons per 100 people identifying as Hispanic,1.651,Bottom 25% of geographies,2024,2023
state,Alabama,26.1,Job losers and people who completed temporary jobs - Total,Total population,All races,0.633,Bottom 25% of geographies,2024,2023
state,Alabama,26.1,New entrants,Total population,All races,0.079,Bottom 25% of geographies,2024,2023
state,Alabama,26.1,Total unemployed,Total population,All races,1.385,Bottom 25% of geographies,2024,2023
state,Alabama,26.1,Reentrants,Total population,All races,0.435,Bottom 25% of geographies,2024,2023
state,Alabama,26.1,Job leavers,Total population,All races,0.218,26-50% of geographies,2024,2023
state,Alabama,26.1,Job losers and people who completed temporary jobs - On temporary layoff,Total population,All races,0.138,Bottom 25% of geographies,2024,2023
state,Alaska,3.1,Job losers and people who completed temporary jobs - Total,Total population,All races,1.226,Top 25% of geographies,2024,2023
state,Alaska,3.1,Job losers and people who completed temporary jobs - On temporary layoff,Total population,All races,0.409,Top 25% of geographies,2024,2023
state,Alaska,3.1,Reentrants,Total population,All races,0.409,Bottom 25% of geographies,2024,2023
state,Alaska,3.1,Total unemployed,Total population,All races,2.452,Top 25% of geographies,2024,2023
state,Alaska,3.1,New entrants,Total population,All races,0.136,26-50% of geographies,2024,2023
state,Alaska,3.1,Job leavers,Total population,All races,0.681,Top 25% of geographies,2024,2023
state,Arizona,4.6,Job losers and people who completed temporary jobs - On temporary layoff,Total population,All races,0.151,Bottom 25% of geographies,2024,2023
state,Arizona,4.6,Reentrants,Total population,All races,0.578,26-50% of geographies,2024,2023
state,Arizona,4.6,Total unemployed,Total population,All races,1.857,26-50% of geographies,2024,2023
state,Arizona,4.6,Job leavers,Total population,All races,0.385,Top 25% of geographies,2024,2023
state,Arizona,4.6,New entrants,Total population,All races,0.193,51-75% of geographies,2024,2023
state,Arizona,4.6,Job losers and people who completed temporary jobs - Total,Total population,All races,0.702,Bottom 25% of geographies,2024,2023
state,Arkansas,14.9,Job losers and people who completed temporary jobs - Total,Total population,All races,0.758,Bottom 25% of geographies,2024,2023
state,Arkansas,14.9,Total unemployed,Total population,All races,1.682,26-50% of geographies,2024,2023
state,Arkansas,14.9,Job leavers,Total population,All races,0.231,26-50% of geographies,2024,2023
state,Arkansas,14.9,Reentrants,Total population,All races,0.561,26-50% of geographies,2024,2023
state,Arkansas,14.9,New entrants,Total population,All races,0.099,Bottom 25% of geographies,2024,2023
state,Arkansas,14.9,Job losers and people who completed temporary jobs - On temporary layoff,Total population,All races,0.198,Bottom 25% of geographies,2024,2023
state,California,5.5,Job leavers,Total population,All races,0.242,26-50% of geographies,2024,2023
state,California,5.5,Job losers and people who completed temporary jobs - On temporary layoff,Total population,All races,0.334,51-75% of geographies,2024,2023
state,California,5.5,New entrants,Total population,All races,0.347,Top 25% of geographies,2024,2023
state,California,5.5,Total unemployed,Total population,All races,2.617,Top 25% of geographies,2024,2023
state,California,5.5,Job losers and people who completed temporary jobs - Total,Total population,All races,1.371,Top 25% of geographies,2024,2023
state,California,5.5,Reentrants,Total population,All races,0.655,51-75% of geographies,2024,2023
state,Colorado,4.0,Reentrants,Total population,All races,0.809,Top 25% of geographies,2024,2023
state,Colorado,4.0,Job losers and people who completed temporary jobs - On temporary layoff,Total population,All races,0.189,Bottom 25% of geographies,2024,2023
state,Colorado,4.0,New entrants,Total population,All races,0.224,Top 25% of geographies,2024,2023
state,Colorado,4.0,Job losers and people who completed temporary jobs - Total,Total population,All races,0.998,51-75% of geographies,2024,2023
state,Colorado,4.0,Total unemployed,Total population,All races,2.427,Top 25% of geographies,2024,2023
state,Colorado,4.0,Job leavers,Total population,All races,0.396,Top 25% of geographies,2024,2023
state,Connecticut,10.7,Total unemployed,Total population,All races,1.862,51-75% of geographies,2024,2023
state,Connecticut,10.7,Job leavers,Total population,All races,0.222,26-50% of geographies,2024,2023
state,Connecticut,10.7,Job losers and people who completed temporary jobs - Total,Total population,All races,1.056,Top 25% of geographies,2024,2023
state,Connecticut,10.7,New entrants,Total population,All races,0.139,26-50% of geographies,2024,2023
state,Connecticut,10.7,Reentrants,Total population,All races,0.472,Bottom 25% of geographies,2024,2023
state,Connecticut,10.7,Job losers and people who completed temporary jobs - On temporary layoff,Total population,All races,0.25,26-50% of geographies,2024,2023
state,Delaware,21.9,Reentrants,Total population,All races,0.497,26-50% of geographies,2024,2023
state,Delaware,21.9,New entrants,Total population,All races,0.199,51-75% of geographies,2024,2023
state,Delaware,21.9,Job leavers,Total population,All races,0.199,Bottom 25% of geographies,2024,2023
state,Delaware,21.9,Job losers and people who completed temporary jobs - Total,Total population,All races,0.795,26-50% of geographies,2024,2023
state,Delaware,21.9,Total unemployed,Total population,All races,1.789,26-50% of geographies,2024,2023
state,Delaware,21.9,Job losers and people who completed temporary jobs - On temporary layoff,Total population,All races,0.298,51-75% of geographies,2024,2023
state,District of Columbia,43.3,New entrants,Total population,All races,0.149,26-50% of geographies,2024,2023
state,District of Columbia,43.3,Job leavers,Total population,All races,0.446,Top 25% of geographies,2024,2023
state,District of Columbia,43.3,Total unemployed,Total population,All races,3.273,Top 25% of geographies,2024,2023
state,District of Columbia,43.3,Job losers and people who completed temporary jobs - On temporary layoff,Total population,All races,0.149,Bottom 25% of geographies,2024,2023
state,District of Columbia,43.3,Reentrants,Total population,All races,1.042,Top 25% of geographies,2024,2023
state,District of Columbia,43.3,Job losers and people who completed temporary jobs - Total,Total population,All races,1.488,Top 25% of geographies,2024,2023
state,Florida,15.3,Job losers and people who completed temporary jobs - Total,Total population,All races,0.771,26-50% of geographies,2024,2023
state,Florida,15.3,New entrants,Total population,All races,0.219,Top 25% of geographies,2024,2023
state,Florida,15.3,Job leavers,Total population,All races,0.201,Bottom 25% of geographies,2024,2023
state,Florida,15.3,Total unemployed,Total population,All races,1.573,Bottom 25% of geographies,2024,2023
state,Florida,15.3,Reentrants,Total population,All races,0.383,Bottom 25% of geographies,2024,2023
state,Florida,15.3,Job losers and people who completed temporary jobs - On temporary layoff,Total population,All races,0.169,Bottom 25% of geographies,2024,2023
state,Georgia,31.3,Job leavers,Total population,All races,0.268,51-75% of geographies,2024,2023
state,Georgia,31.3,Job losers and people who completed temporary jobs - On temporary layoff,Total population,All races,0.203,26-50% of geographies,2024,2023
state,Georgia,31.3,Total unemployed,Total population,All races,1.709,26-50% of geographies,2024,2023
state,Georgia,31.3,New entrants,Total population,All races,0.166,26-50% of geographies,2024,2023
state,Georgia,31.3,Job losers and people who completed temporary jobs - Total,Total population,All races,0.813,26-50% of geographies,2024,2023
state,Georgia,31.3,Reentrants,Total population,All races,0.471,Bottom 25% of geographies,2024,2023
state,Hawaii,1.9,Total unemployed,Total population,All races,1.453,Bottom 25% of geographies,2024,2023
state,Hawaii,1.9,Job losers and people who completed temporary jobs - On temporary layoff,Total population,All races,0.208,26-50% of geographies,2024,2023
state,Hawaii,1.9,New entrants,Total population,All races,0.138,26-50% of geographies,2024,2023
